"","meanNDVI","date","county"
"NDVI_20121125_clip_20161215063028_1810101914",0.695830659486644,2012-11-25,"merced"
"NDVI_20121126_clip_20161215063028_9515134",0.667677512040076,2012-11-26,"merced"
"NDVI_20121127_clip_20161215063029_1930446737",0.509679131249204,2012-11-27,"merced"
"NDVI_20121128_clip_20161215063030_139614688",0.488368247694335,2012-11-28,"merced"
"NDVI_20121129_clip_20161215063030_206151102",0.499887951428981,2012-11-29,"merced"
"NDVI_20121130_clip_20161215063031_315708544",0.490015153051004,2012-11-30,"merced"
"NDVI_20121201_clip_20161215063032_520199017",0.497779041410611,2012-12-01,"merced"
"NDVI_20121202_clip_20161215063032_626691181",0.491522093539709,2012-12-02,"merced"
"NDVI_20121203_clip_20161215063033_667018068",0.668767941638686,2012-12-03,"merced"
"NDVI_20121204_clip_20161215063033_1356361122",0.508200563001378,2012-12-04,"merced"
"NDVI_20121205_clip_20161215063034_372957420",0.495520204844686,2012-12-05,"merced"
"NDVI_20121206_clip_20161215063035_256585618",0.520385172518622,2012-12-06,"merced"
"NDVI_20121207_clip_20161215063035_1538434112",0.719119059159806,2012-12-07,"merced"
"NDVI_20121208_clip_20161215063036_1013826891",0.56339463090963,2012-12-08,"merced"
"NDVI_20121209_clip_20161215063037_859394877",0.662229122907956,2012-12-09,"merced"
"NDVI_20121210_clip_20161215063037_2008000873",0.710277616988524,2012-12-10,"merced"
"NDVI_20121211_clip_20161215063038_493562748",0.646850128380105,2012-12-11,"merced"
"NDVI_20121212_clip_20161215063039_385128927",0.507782020574979,2012-12-12,"merced"
"NDVI_20121213_clip_20161215063039_430953679",0.702088365651776,2012-12-13,"merced"
"NDVI_20121214_clip_20161215063040_2098749603",0.534468531165397,2012-12-14,"merced"
"NDVI_20121215_clip_20161215063040_1387052195",0.548646725611484,2012-12-15,"merced"
"NDVI_20121216_clip_20161215063041_261985502",0.69157533710334,2012-12-16,"merced"
"NDVI_20121217_clip_20161215063042_900683227",0.536387681744466,2012-12-17,"merced"
"NDVI_20121218_clip_20161215063042_1042968945",0.854833090737067,2012-12-18,"merced"
"NDVI_20121220_clip_20161215063043_1901644043",0.809840395370761,2012-12-20,"merced"
"NDVI_20121221_clip_20161215063044_1962842901",0.531445452837798,2012-12-21,"merced"
"NDVI_20121222_clip_20161215063044_1254116016",0.493949861537564,2012-12-22,"merced"
"NDVI_20121223_clip_20161215063045_293697401",0.495540595178801,2012-12-23,"merced"
"NDVI_20121224_clip_20161215063046_1095393039",0.743891119789512,2012-12-24,"merced"
"NDVI_20121225_clip_20161215063046_341761009",0.501113523723953,2012-12-25,"merced"
"NDVI_20121226_clip_20161215063047_974743302",0.564893354065626,2012-12-26,"merced"
"NDVI_20121227_clip_20161215063047_590664129",0.725316097918982,2012-12-27,"merced"
"NDVI_20121228_clip_20161215063048_1123117270",0.578147470639646,2012-12-28,"merced"
"NDVI_20121229_clip_20161215063049_1766552413",0.518459243791483,2012-12-29,"merced"
"NDVI_20121230_clip_20161215063049_1054714772",0.741860934543756,2012-12-30,"merced"
"NDVI_20121231_clip_20161215063050_137264099",0.736253783873704,2012-12-31,"merced"
